Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-15 09:30:00-04:00,86.0,86.0,85.55999755859375,85.55999755859375,1125,0.0,0.0,0.0
2024-10-15 09:31:00-04:00,85.81990051269531,85.81990051269531,85.81990051269531,85.81990051269531,494,0.0,0.0,0.0
2024-10-15 09:42:00-04:00,85.78240203857422,85.78240203857422,85.78240203857422,85.78240203857422,1350,0.0,0.0,0.0
2024-10-15 09:46:00-04:00,85.69000244140625,85.76000213623047,85.5199966430664,85.5250015258789,3657,0.0,0.0,0.0
2024-10-15 09:47:00-04:00,85.6500015258789,85.79989624023438,85.6500015258789,85.7699966430664,16518,0.0,0.0,0.0
2024-10-15 09:48:00-04:00,85.6500015258789,85.6500015258789,85.6500015258789,85.6500015258789,648,0.0,0.0,0.0
2024-10-15 09:49:00-04:00,85.6500015258789,85.6500015258789,85.6500015258789,85.6500015258789,468,0.0,0.0,0.0
2024-10-15 09:51:00-04:00,85.5999984741211,85.6500015258789,85.5999984741211,85.6500015258789,773,0.0,0.0,0.0
2024-10-15 09:52:00-04:00,85.76000213623047,85.76000213623047,85.76000213623047,85.76000213623047,153,0.0,0.0,0.0
2024-10-15 09:53:00-04:00,85.7750015258789,85.7750015258789,85.7750015258789,85.7750015258789,25691,0.0,0.0,0.0
2024-10-15 09:57:00-04:00,85.81999969482422,85.81999969482422,85.81999969482422,85.81999969482422,491,0.0,0.0,0.0
2024-10-15 10:07:00-04:00,85.80999755859375,85.80999755859375,85.80999755859375,85.80999755859375,149,0.0,0.0,0.0
2024-10-15 10:08:00-04:00,85.83000183105469,85.83999633789062,85.81999969482422,85.81999969482422,432,0.0,0.0,0.0
2024-10-15 10:09:00-04:00,85.8230972290039,85.83999633789062,85.8230972290039,85.83999633789062,431,0.0,0.0,0.0
2024-10-15 10:11:00-04:00,85.90499877929688,85.90499877929688,85.90499877929688,85.90499877929688,145,0.0,0.0,0.0
2024-10-15 10:14:00-04:00,85.90499877929688,85.90499877929688,85.90499877929688,85.90499877929688,200,0.0,0.0,0.0
2024-10-15 10:15:00-04:00,85.90499877929688,85.90499877929688,85.90499877929688,85.90499877929688,205,0.0,0.0,0.0
2024-10-15 10:17:00-04:00,85.86199951171875,85.86199951171875,85.86199951171875,85.86199951171875,526,0.0,0.0,0.0
2024-10-15 10:20:00-04:00,85.83999633789062,85.83999633789062,85.83999633789062,85.83999633789062,151,0.0,0.0,0.0
2024-10-15 10:21:00-04:00,85.90550231933594,85.91000366210938,85.90550231933594,85.91000366210938,282,0.0,0.0,0.0
2024-10-15 10:22:00-04:00,85.86799621582031,85.86799621582031,85.8563003540039,85.86000061035156,1203,0.0,0.0,0.0
2024-10-15 10:24:00-04:00,85.86009979248047,85.86009979248047,85.86009979248047,85.86009979248047,554,0.0,0.0,0.0
2024-10-15 10:28:00-04:00,85.88999938964844,85.88999938964844,85.88999938964844,85.88999938964844,319,0.0,0.0,0.0
2024-10-15 10:29:00-04:00,85.86000061035156,85.86000061035156,85.86000061035156,85.86000061035156,30937,0.0,0.0,0.0
2024-10-15 10:30:00-04:00,85.86000061035156,85.86000061035156,85.83999633789062,85.83999633789062,925,0.0,0.0,0.0
2024-10-15 10:33:00-04:00,85.84566497802734,85.84566497802734,85.84566497802734,85.84566497802734,224,0.0,0.0,0.0
2024-10-15 10:35:00-04:00,85.82499694824219,85.82499694824219,85.82499694824219,85.82499694824219,219,0.0,0.0,0.0
2024-10-15 10:38:00-04:00,85.80000305175781,85.80000305175781,85.77999877929688,85.77999877929688,888,0.0,0.0,0.0
2024-10-15 10:48:00-04:00,85.8499984741211,85.8499984741211,85.79499816894531,85.79499816894531,1214,0.0,0.0,0.0
2024-10-15 11:00:00-04:00,85.80000305175781,85.80000305175781,85.80000305175781,85.80000305175781,407,0.0,0.0,0.0
2024-10-15 11:03:00-04:00,85.88259887695312,85.88259887695312,85.83499908447266,85.83499908447266,446,0.0,0.0,0.0
2024-10-15 11:06:00-04:00,85.89990234375,85.89990234375,85.89990234375,85.89990234375,295,0.0,0.0,0.0
2024-10-15 11:09:00-04:00,85.79989624023438,85.79989624023438,85.79989624023438,85.79989624023438,477,0.0,0.0,0.0
2024-10-15 11:13:00-04:00,85.76000213623047,85.76000213623047,85.76000213623047,85.76000213623047,199,0.0,0.0,0.0
2024-10-15 11:15:00-04:00,85.75,85.75,85.75,85.75,259,0.0,0.0,0.0
2024-10-15 11:16:00-04:00,85.75,85.75,85.75,85.75,241,0.0,0.0,0.0
2024-10-15 11:24:00-04:00,85.75,85.75,85.75,85.75,400,0.0,0.0,0.0
2024-10-15 11:25:00-04:00,85.75,85.75,85.75,85.75,828,0.0,0.0,0.0
2024-10-15 12:00:00-04:00,85.69999694824219,85.69999694824219,85.69999694824219,85.69999694824219,563,0.0,0.0,0.0
2024-10-15 12:17:00-04:00,85.69999694824219,85.71499633789062,85.68000030517578,85.71499633789062,524,0.0,0.0,0.0
2024-10-15 12:19:00-04:00,85.75,85.75,85.75,85.75,142,0.0,0.0,0.0
2024-10-15 12:21:00-04:00,85.75,85.75,85.69000244140625,85.69000244140625,580,0.0,0.0,0.0
2024-10-15 12:29:00-04:00,85.72989654541016,85.72989654541016,85.72989654541016,85.72989654541016,519,0.0,0.0,0.0
2024-10-15 12:38:00-04:00,85.77999877929688,85.9000015258789,85.77999877929688,85.9000015258789,264,0.0,0.0,0.0
2024-10-15 12:42:00-04:00,85.78009796142578,85.78009796142578,85.78009796142578,85.78009796142578,286,0.0,0.0,0.0
2024-10-15 12:45:00-04:00,85.77999877929688,85.77999877929688,85.73999786376953,85.73999786376953,624,0.0,0.0,0.0
2024-10-15 12:48:00-04:00,85.70999908447266,85.70999908447266,85.70999908447266,85.70999908447266,211,0.0,0.0,0.0
2024-10-15 12:49:00-04:00,85.7300033569336,85.73999786376953,85.72000122070312,85.72000122070312,1765,0.0,0.0,0.0
2024-10-15 12:52:00-04:00,85.70999908447266,85.70999908447266,85.70999908447266,85.70999908447266,44083,0.0,0.0,0.0
2024-10-15 13:11:00-04:00,85.6500015258789,85.69999694824219,85.61000061035156,85.62000274658203,2304,0.0,0.0,0.0
2024-10-15 13:12:00-04:00,85.62000274658203,85.62000274658203,85.62000274658203,85.62000274658203,244,0.0,0.0,0.0
2024-10-15 13:14:00-04:00,85.70500183105469,85.70500183105469,85.70500183105469,85.70500183105469,439,0.0,0.0,0.0
2024-10-15 13:29:00-04:00,85.76580047607422,85.76580047607422,85.76580047607422,85.76580047607422,266,0.0,0.0,0.0
2024-10-15 13:35:00-04:00,85.64199829101562,85.70999908447266,85.64199829101562,85.70999908447266,431,0.0,0.0,0.0
2024-10-15 13:45:00-04:00,85.65180206298828,85.65180206298828,85.65180206298828,85.65180206298828,550,0.0,0.0,0.0
2024-10-15 14:01:00-04:00,85.76840209960938,85.76840209960938,85.76840209960938,85.76840209960938,226,0.0,0.0,0.0
2024-10-15 14:02:00-04:00,85.72000122070312,85.72000122070312,85.72000122070312,85.72000122070312,2051,0.0,0.0,0.0
2024-10-15 14:03:00-04:00,85.77880096435547,85.77880096435547,85.77880096435547,85.77880096435547,100,0.0,0.0,0.0
2024-10-15 14:04:00-04:00,85.76609802246094,85.76609802246094,85.66079711914062,85.66079711914062,400,0.0,0.0,0.0
2024-10-15 14:05:00-04:00,85.72000122070312,85.72000122070312,85.72000122070312,85.72000122070312,105,0.0,0.0,0.0
2024-10-15 14:09:00-04:00,85.72000122070312,85.7300033569336,85.69999694824219,85.7300033569336,571,0.0,0.0,0.0
2024-10-15 14:11:00-04:00,85.66999816894531,85.66999816894531,85.66999816894531,85.66999816894531,528,0.0,0.0,0.0
2024-10-15 14:22:00-04:00,85.70349884033203,85.70349884033203,85.70349884033203,85.70349884033203,385,0.0,0.0,0.0
2024-10-15 14:49:00-04:00,85.74949645996094,85.74949645996094,85.74949645996094,85.74949645996094,579,0.0,0.0,0.0
2024-10-15 15:00:00-04:00,85.69080352783203,85.69080352783203,85.69080352783203,85.69080352783203,643,0.0,0.0,0.0
2024-10-15 15:04:00-04:00,85.69999694824219,85.69999694824219,85.69999694824219,85.69999694824219,112,0.0,0.0,0.0
2024-10-15 15:05:00-04:00,85.75420379638672,85.75420379638672,85.75420379638672,85.75420379638672,198,0.0,0.0,0.0
2024-10-15 15:06:00-04:00,85.66999816894531,85.66999816894531,85.66999816894531,85.66999816894531,378,0.0,0.0,0.0
2024-10-15 15:11:00-04:00,85.68409729003906,85.68409729003906,85.68409729003906,85.68409729003906,159,0.0,0.0,0.0
2024-10-15 15:12:00-04:00,85.64009857177734,85.64009857177734,85.64009857177734,85.64009857177734,338,0.0,0.0,0.0
2024-10-15 15:16:00-04:00,85.72750091552734,85.72750091552734,85.6688003540039,85.6688003540039,1815,0.0,0.0,0.0
2024-10-15 15:27:00-04:00,85.7208023071289,85.7208023071289,85.7208023071289,85.7208023071289,417,0.0,0.0,0.0
2024-10-15 15:29:00-04:00,85.68550109863281,85.71690368652344,85.68550109863281,85.71690368652344,1052,0.0,0.0,0.0
2024-10-15 15:31:00-04:00,85.63999938964844,85.63999938964844,85.63999938964844,85.63999938964844,345,0.0,0.0,0.0
2024-10-15 15:32:00-04:00,85.63999938964844,85.63999938964844,85.63999938964844,85.63999938964844,100,0.0,0.0,0.0
2024-10-15 15:33:00-04:00,85.71800231933594,85.71800231933594,85.66999816894531,85.66999816894531,961,0.0,0.0,0.0
2024-10-15 15:34:00-04:00,85.62000274658203,85.62000274658203,85.62000274658203,85.62000274658203,374,0.0,0.0,0.0
2024-10-15 15:35:00-04:00,85.66999816894531,85.66999816894531,85.66999816894531,85.66999816894531,175,0.0,0.0,0.0
2024-10-15 15:36:00-04:00,85.7157974243164,85.7157974243164,85.7157974243164,85.7157974243164,293,0.0,0.0,0.0
2024-10-15 15:39:00-04:00,85.66470336914062,85.66470336914062,85.66470336914062,85.66470336914062,338,0.0,0.0,0.0
2024-10-15 15:43:00-04:00,85.72989654541016,85.72989654541016,85.62999725341797,85.62999725341797,1576,0.0,0.0,0.0
2024-10-15 15:44:00-04:00,85.62000274658203,85.62000274658203,85.62000274658203,85.62000274658203,150,0.0,0.0,0.0
2024-10-15 15:45:00-04:00,85.61000061035156,85.61000061035156,85.5999984741211,85.5999984741211,356,0.0,0.0,0.0
2024-10-15 15:51:00-04:00,85.63500213623047,85.63500213623047,85.63500213623047,85.63500213623047,0,0.0,0.0,0.0
2024-10-15 15:53:00-04:00,85.68000030517578,85.68000030517578,85.68000030517578,85.68000030517578,666,0.0,0.0,0.0
